TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,DiscountPercent,PaymentType
73,5/14/2025,1071,2019,402,0,2338.33,5,PayPal
74,2/1/2025,1008,2041,404,,1690.5,0,Cash
75,3/16/2025,1050,2069,402,2,189.25,20,Bank Transfer
76,8/9/2024,1191,2036,404,2,1888.22,25,Credit Card
77,12/3/2024,1020,2055,403,0,1925.73,10,Debit Card
78,4/3/2025,1005,2086,403,1,1320.44,5,PayPal
79,5/2/2025,1005,2062,401,3,1356.76,15,Cash
80,4/11/2025,1177,2084,404,0,663.31,0,Bank Transfer
81,10/9/2024,1103,2000,404,1,1264.14,10,Credit Card
82,12/2/2024,1013,2097,402,3,2681.2,5,Debit Card
83,6/13/2024,1061,2039,401,0,4286.33,20,PayPal
84,7/18/2024,1165,2063,403,2,990.87,15,Cash
85,11/25/2024,1037,2076,402,2,1716.1,25,Bank Transfer
86,10/15/2024,1068,2036,403,3,920.77,10,Credit Card
87,11/29/2024,1195,2058,403,1,505.45,0,Debit Card
88,3/11/2025,1032,2048,404,1,122.19,15,PayPal
89,12/3/2024,1025,2056,401,3,331.1,5,Cash
90,4/16/2025,1019,2033,403,3,1710.94,20,Bank Transfer
91,4/9/2025,1097,2080,404,0,507.8,10,Credit Card
92,1/31/2025,1058,2055,401,0,1403.3,15,Debit Card
93,4/28/2025,1034,2054,404,3,4066.34,5,PayPal
94,8/10/2024,1005,2030,404,1,1293.91,0,Cash
95,11/22/2024,1119,2086,402,,1975.92,20,Bank Transfer
96,9/30/2024,1176,2041,402,3,2216.14,25,Credit Card
97,10/22/2024,1179,2079,403,,4002.4,10,Debit Card
98,5/23/2025,1190,2036,402,2,420.76,5,PayPal
99,9/11/2024,1196,2017,401,0,909.61,15,Cash
100,12/21/2024,1023,2041,404,1,4444.07,0,Bank Transfer
101,10/25/2024,1069,2032,404,2,710.49,10,Credit Card
102,7/19/2024,1036,2028,404,2,819.42,5,Debit Card
103,9/16/2024,1089,2086,403,2,505.95,20,PayPal
104,6/11/2024,1143,2070,402,3,52.31,15,Cash
105,11/7/2024,1034,2046,401,1,61.94,25,Bank Transfer
106,5/15/2025,1138,2095,402,0,1250.52,10,Credit Card
107,5/10/2025,1176,2056,404,2,1387.08,0,Debit Card
108,12/13/2024,1091,2041,402,3,1454.48,15,PayPal
109,1/9/2025,1012,2031,402,1,1542.06,5,Cash
110,8/24/2024,1071,2029,401,1,85.63,20,Bank Transfer
111,3/20/2025,1034,2054,402,0,735.8,10,Credit Card
112,2/25/2025,1190,2091,403,0,1496.97,5,Debit Card
113,12/30/2024,1168,2058,401,,833.15,20,PayPal
114,1/31/2025,1113,2019,403,0,3309.43,15,Cash
115,12/23/2024,1097,2067,403,3,1418.47,25,Bank Transfer
116,4/9/2025,1196,2027,404,1,1663.47,10,Credit Card
117,11/4/2024,1080,2085,403,1,974.82,0,Debit Card
118,7/9/2024,1005,2054,402,2,2348.64,15,PayPal
119,4/17/2025,1108,2092,401,2,1176.94,5,Cash
120,8/27/2024,1057,2044,403,2,1624.08,20,Bank Transfer
121,4/6/2025,1159,2082,401,2,582.88,10,Credit Card
122,3/6/2025,1089,2023,404,,4873.15,15,Debit Card
123,7/9/2024,1096,2043,402,2,1156.81,5,PayPal
124,7/6/2024,1116,2006,401,3,911.99,0,Cash
125,9/20/2024,1029,2009,403,3,53.18,20,Bank Transfer
126,8/30/2024,1014,2041,402,2,1039.93,25,Credit Card
127,12/2/2024,1033,2090,402,2,1730.44,10,Debit Card
128,6/19/2024,1066,2073,404,3,839.81,5,PayPal
129,5/20/2025,1032,2046,401,0,92.44,15,Cash
130,12/8/2024,1079,2028,403,0,272.35,0,Bank Transfer
131,12/6/2024,1089,2082,402,1,388.32,10,Credit Card
132,8/3/2024,1019,2091,404,3,4469.22,5,Debit Card
133,1/11/2025,1082,2080,403,0,1281.2,20,PayPal
134,3/19/2025,1090,2039,404,0,1791.85,15,Cash
135,1/11/2025,1023,2064,404,0,1629.14,25,Bank Transfer
136,1/15/2025,1121,2007,404,2,214.44,10,Credit Card
137,1/12/2025,1032,2067,402,2,1560.21,0,Debit Card
138,1/28/2025,1089,2019,404,1,3122.33,15,PayPal
139,7/29/2024,1167,2050,402,0,784.52,5,Cash
140,3/17/2025,1171,2094,401,3,85.55,20,Bank Transfer
141,10/4/2024,1087,2062,402,1,626.79,10,Credit Card
142,3/15/2025,1138,2067,401,1,350.79,15,Debit Card
143,8/15/2024,1159,2021,404,,1453.19,5,PayPal
144,5/22/2025,1192,2057,402,2,1579.52,0,Cash
145,4/28/2025,1032,2036,404,3,1642.94,20,Bank Transfer
146,3/21/2025,1020,2091,403,0,2821.59,25,Credit Card
147,7/22/2024,1116,2097,402,0,1499.17,10,Debit Card
148,11/19/2024,1006,2050,403,0,104.97,5,PayPal
149,5/8/2025,1166,2029,402,,76.14,15,Cash
150,4/1/2025,1120,2000,401,,341.56,0,Bank Transfer
151,5/10/2025,1108,2041,402,0,3375.28,10,Credit Card
152,1/2/2025,1032,2002,402,2,1248.88,5,Debit Card
153,9/7/2024,1170,2067,403,,1039.29,20,PayPal
154,5/28/2025,1099,2005,404,2,746.33,15,Cash
155,6/29/2024,1066,2094,403,2,1636.34,25,Bank Transfer
156,8/12/2024,1118,2061,402,0,1890.03,10,Credit Card
157,6/16/2024,1071,2040,403,3,115.46,0,Debit Card
158,8/18/2024,1199,2054,403,2,2300.1,15,PayPal
159,11/16/2024,1086,2063,404,2,1467.81,5,Cash
160,7/4/2024,1046,2041,401,2,3211.8,20,Bank Transfer
161,11/12/2024,1089,2093,403,3,1961.05,10,Credit Card
162,5/14/2025,1005,2095,402,1,1372.27,15,Debit Card
163,11/16/2024,1071,2046,403,0,105.07,5,PayPal
164,5/14/2025,1195,2023,403,2,1010.52,0,Cash
165,2/22/2025,1099,2015,403,3,1243.16,20,Bank Transfer
166,2/4/2025,1051,2019,404,3,4147.31,25,Credit Card
167,5/21/2025,1170,2009,403,1,139.83,10,Debit Card
168,1/9/2025,1130,2035,402,3,2993.1,5,PayPal
169,10/26/2024,1141,2019,401,3,3961.24,15,Cash
170,3/29/2025,1089,2057,404,2,1666.65,0,Bank Transfer
171,12/14/2024,1196,2055,401,1,365.84,10,Credit Card
172,5/9/2025,1020,2032,402,2,640.51,5,Debit Card
173,12/11/2024,1043,2074,402,2,1149.06,20,PayPal
174,3/29/2025,1034,2098,403,3,109.06,15,Cash
175,4/23/2025,1164,2061,402,3,192.3,25,Bank Transfer
176,6/26/2024,1123,2043,402,2,1728.52,10,Credit Card
177,5/23/2025,1089,2013,403,0,1615.63,0,Debit Card
178,7/12/2024,1098,2053,402,1,1870.82,15,PayPal
179,2/15/2025,1116,2065,404,2,225.6,5,Cash
180,11/2/2024,1061,2054,401,,4470.53,20,Bank Transfer
181,1/16/2025,1137,2019,404,2,3937.36,10,Credit Card
182,10/25/2024,1145,2046,403,,117.02,15,Debit Card
183,9/22/2024,1174,2016,401,2,762.93,5,PayPal
184,7/31/2024,1102,2005,401,2,1062.7,0,Cash
185,8/2/2024,1035,2070,403,2,81.02,20,Bank Transfer
186,12/5/2024,1144,2013,403,0,3126.66,25,Credit Card
187,3/19/2025,1176,2076,404,1,1187.87,10,Debit Card
188,8/10/2024,1158,2048,402,1,1899,5,PayPal
189,7/17/2024,1089,2052,402,3,1484.88,15,Cash
190,6/27/2024,1071,2084,404,2,946.34,0,Bank Transfer
191,12/11/2024,1173,2092,403,1,594.06,10,Credit Card
192,9/29/2024,1076,2090,402,3,730.17,5,Debit Card
193,5/9/2025,1070,2039,404,3,4795.74,20,PayPal
194,3/22/2025,1073,2010,403,2,467.27,15,Cash
195,3/31/2025,1143,2017,401,1,1356.18,25,Bank Transfer
196,12/10/2024,1013,2054,404,1,0,10,Credit Card
197,12/14/2024,1104,2060,404,2,1309.5,0,Debit Card
198,4/30/2025,1071,2092,401,1,1683.33,15,PayPal
199,5/9/2025,1005,2023,403,0,3212.52,5,Cash
200,5/7/2025,1116,2069,404,1,962.64,20,Bank Transfer
201,8/19/2024,1116,2082,403,0,1592,10,Credit Card
202,12/19/2024,1044,2081,404,2,1355.05,15,Debit Card
203,8/16/2024,1089,2000,403,3,1910.37,5,PayPal
204,10/1/2024,1002,2054,402,,1880.63,0,Cash
205,11/7/2024,1180,2088,401,2,480.66,20,Bank Transfer
206,5/17/2025,1116,2077,403,3,1613.89,25,Credit Card
207,3/29/2025,1174,2010,404,2,1150.13,10,Debit Card
208,6/27/2024,1129,2097,402,3,1424.31,5,PayPal
209,12/22/2024,1032,2058,402,3,1139.65,15,Cash
210,1/25/2025,1005,2000,402,0,1415.75,0,Bank Transfer
211,12/13/2024,1066,2060,401,1,1543.36,10,Credit Card
212,5/24/2025,1107,2048,404,3,1381.32,5,Debit Card
213,1/19/2025,1167,2015,402,3,1469.32,20,PayPal
214,8/31/2024,1034,2059,404,1,725.01,15,Cash
215,9/21/2024,1185,2004,404,0,181.22,25,Bank Transfer
216,12/25/2024,1172,2006,402,3,1102.53,10,Credit Card
217,3/2/2025,1035,2037,402,2,1556.45,0,Debit Card
218,3/28/2025,1116,2066,402,2,1899.61,15,PayPal
219,4/19/2025,1160,2071,404,,1304.47,5,Cash
220,10/31/2024,1178,2019,403,3,1514.05,20,Bank Transfer
221,4/11/2025,1032,2071,404,1,547.24,10,Credit Card
222,10/11/2024,1032,2011,402,,1229.69,15,Debit Card
223,6/17/2024,1071,2042,403,0,420.55,5,PayPal
224,2/25/2025,1193,2031,402,1,1562.25,0,Cash
225,10/30/2024,1091,2040,404,3,54.83,20,Bank Transfer
226,8/23/2024,1011,2028,402,,1188.86,25,Credit Card
227,2/15/2025,1050,2046,402,2,125.02,10,Debit Card
228,5/20/2025,1125,2093,403,3,1784.26,5,PayPal
229,5/29/2025,1134,2019,401,3,3338.16,15,Cash
230,6/29/2024,1071,2047,401,3,80.68,0,Bank Transfer
231,12/11/2024,1004,2035,403,,3533.15,10,Credit Card
232,3/22/2025,1027,2067,402,2,571.28,5,Debit Card
233,11/4/2024,1103,2031,402,0,1723.53,20,PayPal
234,3/5/2025,1005,2060,401,1,1698.39,15,Cash
235,1/11/2025,1024,2005,402,3,1852.11,25,Bank Transfer
236,1/31/2025,1139,2004,402,2,453.96,10,Credit Card
237,7/31/2024,1101,2038,402,3,1104.1,0,Debit Card
238,11/1/2024,1176,2064,403,,1685.42,15,PayPal
239,10/15/2024,1152,2099,403,,1985.54,5,Cash
240,11/30/2024,1096,2087,404,2,1440.56,20,Bank Transfer
241,7/5/2024,1116,2040,403,0,72.26,10,Credit Card
242,3/5/2025,1066,2091,404,0,918.79,15,Debit Card
243,12/26/2024,1098,2079,404,1,1263.12,5,PayPal
244,10/30/2024,1020,2023,401,2,2679.04,0,Cash
245,7/3/2024,1063,2063,402,1,1900.21,20,Bank Transfer
246,10/12/2024,1084,2055,402,1,396.39,25,Credit Card
247,11/4/2024,1188,2062,402,2,816.22,10,Debit Card
248,7/19/2024,1151,2023,401,3,1443.42,5,PayPal
249,3/19/2025,1017,2052,404,2,1334.39,15,Cash
250,2/14/2025,1018,2076,404,3,1591.91,0,Bank Transfer
251,10/22/2024,1137,2010,401,2,1244.72,10,Credit Card
252,12/18/2024,1165,2096,403,3,242.28,5,Debit Card
253,8/31/2024,1142,2073,402,3,1375.13,20,PayPal
254,2/1/2025,1034,2037,404,0,1884.32,15,Cash
255,7/29/2024,1116,2066,404,0,1408.69,25,Bank Transfer
256,10/7/2024,1181,2054,401,1,3832.2,10,Credit Card
257,12/6/2024,1084,2059,402,1,1331.75,0,Debit Card
258,11/3/2024,1050,2054,404,,1752.55,15,PayPal
259,2/8/2025,1147,2097,402,1,1680.59,5,Cash
260,4/12/2025,1163,2046,404,2,74.1,20,Bank Transfer
261,8/10/2024,1076,2075,401,2,645.49,10,Credit Card
262,8/16/2024,1130,2076,402,3,1289.23,15,Debit Card
263,2/3/2025,1044,2062,403,2,1257.85,5,PayPal
264,4/14/2025,1124,2079,404,3,4279.51,0,Cash
265,11/30/2024,1034,2028,403,,612.91,20,Bank Transfer
266,3/13/2025,1197,2070,401,2,125.26,25,Credit Card
267,10/25/2024,1010,2056,402,0,1324.66,10,Debit Card
268,9/10/2024,1008,2044,401,0,512.04,5,PayPal
269,3/24/2025,1089,2078,404,1,1636.38,15,Cash
270,3/22/2025,1136,2097,402,2,1703.04,0,Bank Transfer
271,4/11/2025,1173,2017,404,2,297.43,10,Credit Card
272,4/14/2025,1089,2097,404,2,2188.28,5,Debit Card
273,7/3/2024,1196,2097,403,2,2696.2,20,PayPal
274,12/21/2024,1187,2091,403,3,2433.39,15,Cash
275,8/27/2024,1072,2070,402,3,135.18,25,Bank Transfer
276,3/6/2025,1032,2023,404,3,3598.66,10,Credit Card
277,7/26/2024,1040,2035,401,2,3490.29,0,Debit Card
278,1/13/2025,1020,2096,402,0,52.12,15,PayPal
279,11/27/2024,1071,2056,401,,285.16,5,Cash
280,4/12/2025,1122,2079,401,0,2154.03,20,Bank Transfer
281,9/30/2024,1192,2082,402,,1240.12,10,Credit Card
282,8/8/2024,1054,2019,404,3,890.1,15,Debit Card
283,7/13/2024,1150,2044,404,1,1307.01,5,PayPal
284,9/10/2024,1184,2099,401,2,1233.51,0,Cash
285,8/17/2024,1165,2035,404,1,3172.68,20,Bank Transfer
286,12/9/2024,1092,2016,404,3,1381.74,25,Credit Card
287,3/6/2025,1197,2039,401,,4651.61,10,Debit Card
288,5/14/2025,1073,2064,404,3,1096.3,5,PayPal
289,12/30/2024,1079,2035,402,3,3934.51,15,Cash
290,1/14/2025,1079,2093,402,,897.24,0,Bank Transfer
291,11/20/2024,1079,2084,402,1,369.47,10,Credit Card
292,5/16/2025,1184,2054,402,2,1031.26,5,Debit Card
293,4/26/2025,1109,2019,403,0,2798.52,20,PayPal
294,6/24/2024,1042,2032,401,0,1042.21,15,Cash
295,6/20/2024,1062,2054,404,1,4358.68,25,Bank Transfer
296,12/15/2024,1189,2028,403,2,201.88,10,Credit Card
297,10/26/2024,1013,2097,401,0,4397.15,0,Debit Card
298,3/10/2025,1022,2001,403,2,523.04,15,PayPal
299,10/25/2024,1197,2093,402,3,1106.01,5,Cash
300,1/8/2025,1002,2000,404,2,1083.14,20,Bank Transfer
301,9/6/2024,1015,2018,403,1,1063.53,10,Credit Card
302,2/7/2025,1191,2019,402,3,3055.19,15,Debit Card
303,11/15/2024,1060,2054,404,2,1723.8,5,PayPal
304,7/2/2024,1066,2023,404,3,2112.29,0,Cash
305,3/8/2025,1118,2019,401,2,3635.95,20,Bank Transfer
306,6/18/2024,1083,2035,403,0,1670.75,25,Credit Card
307,5/29/2025,1005,2071,402,0,322.6,10,Debit Card
308,6/6/2024,1056,2079,403,0,1664.69,5,PayPal
309,3/25/2025,1066,2091,402,2,4740.26,15,Cash
310,6/22/2024,1110,2050,404,,386.97,0,Bank Transfer
311,8/28/2024,1020,2019,401,1,2745.01,10,Credit Card
312,4/20/2025,1022,2023,404,1,4109.76,5,Debit Card
313,3/18/2025,1182,2069,404,2,400.64,15,PayPal
314,10/7/2024,1020,2091,403,1,950.6,0,Cash
315,1/17/2025,1188,2035,404,1,3166.34,20,Bank Transfer
316,3/22/2025,1151,2054,402,1,4146.81,10,Credit Card
317,5/22/2025,1044,2011,401,1,982.08,25,Debit Card
318,10/12/2024,1033,2029,403,,108.66,5,PayPal
319,7/29/2024,1089,2047,404,2,316.08,15,Cash
320,8/5/2024,1163,2083,403,2,1198.45,0,Bank Transfer
321,8/12/2024,1176,2023,401,3,3968.74,10,Credit Card
322,12/19/2024,1089,2078,402,0,324.25,5,Debit Card
323,2/27/2025,1089,2019,403,2,3619.29,15,PayPal
324,10/19/2024,1184,2079,404,1,2718.87,0,Cash
325,10/29/2024,1025,2073,402,0,115.15,20,Bank Transfer
326,6/8/2024,1026,2023,404,0,4541.56,10,Credit Card
327,7/10/2024,1157,2090,401,1,896.69,25,Debit Card
328,6/23/2024,1048,2070,403,2,16.95,5,PayPal
329,12/20/2024,1039,2013,404,3,615.81,15,Cash
330,8/10/2024,1020,2014,403,3,1339.03,0,Bank Transfer
331,7/9/2024,1047,2048,403,0,956.86,10,Credit Card
332,9/1/2024,1015,2019,401,3,3153.77,5,Debit Card
333,12/15/2024,1133,2068,404,1,203.96,20,PayPal
334,4/27/2025,1128,2066,402,3,1969.52,15,Cash
335,5/23/2025,1032,2019,404,1,1660.49,25,Bank Transfer
336,5/1/2025,1017,2097,404,2,4627.23,10,Credit Card
337,6/6/2024,1150,2053,401,1,1186.22,0,Debit Card
338,5/20/2025,1066,2012,403,2,565.07,15,PayPal
339,1/17/2025,1121,2041,404,3,4503.08,5,Cash
340,10/12/2024,1032,2047,401,2,1693.55,20,Bank Transfer
341,4/11/2025,1058,2091,403,3,901.79,10,Credit Card
342,11/16/2024,1104,2097,403,1,3693.06,15,Debit Card
343,11/6/2024,1134,2003,402,1,536.51,5,PayPal
344,11/21/2024,1180,2054,404,0,1588.72,0,Cash
345,11/30/2024,1121,2044,403,2,1393.26,20,Bank Transfer
346,9/24/2024,1041,2099,402,1,574.71,25,Credit Card
347,11/8/2024,1034,2016,402,0,1236.27,10,Debit Card
348,5/12/2025,1181,2054,404,3,2600.14,5,PayPal
349,1/27/2025,1101,2000,403,2,260.8,15,Cash
350,6/28/2024,1163,2040,403,2,82.42,0,Bank Transfer
351,9/7/2024,1005,2087,402,3,555.88,10,Credit Card
352,11/9/2024,1009,2073,402,1,1294.71,5,Debit Card
353,11/26/2024,1091,2021,402,3,554.37,20,PayPal
354,3/23/2025,1046,2042,401,1,648.82,15,Cash
355,3/15/2025,1066,2059,401,0,429.36,25,Bank Transfer
356,7/20/2024,1135,2013,402,1,4942.36,10,Credit Card
357,4/24/2025,1036,2029,401,1,18.12,0,Debit Card
358,11/20/2024,1116,2020,404,0,895.74,15,PayPal
359,11/13/2024,1122,2004,402,0,1525.85,5,Cash
360,12/10/2024,1034,2031,402,2,250.28,20,Bank Transfer
361,12/4/2024,1016,2038,403,2,1389.22,10,Credit Card
362,7/26/2024,1125,2024,402,3,487.43,15,Debit Card
363,5/27/2025,1034,2021,401,0,1298.63,5,PayPal
364,3/8/2025,1152,2084,401,0,275.79,0,Cash
365,11/17/2024,1020,2019,402,0,3477.49,20,Bank Transfer
366,1/20/2025,1155,2053,401,0,1580.28,25,Credit Card
367,12/2/2024,1199,2097,402,3,677.33,10,Debit Card
368,12/2/2024,1032,2009,401,0,103.66,5,PayPal
369,8/2/2024,1066,2012,403,3,627.24,15,Cash
370,11/23/2024,1116,2037,403,2,276.01,0,Bank Transfer
371,4/9/2025,1002,2084,402,3,573.2,10,Credit Card
372,2/21/2025,1087,2079,404,2,3604.56,5,Debit Card
373,11/27/2024,1042,2013,402,3,3552.77,20,PayPal
374,8/15/2024,1091,2087,402,3,852,15,Cash
375,6/20/2024,1080,2097,402,2,3597.09,25,Bank Transfer
376,12/31/2024,1186,2054,404,0,4704.67,10,Credit Card
377,12/4/2024,1126,2009,404,2,17.05,0,Debit Card
378,8/31/2024,1103,2010,404,3,1021.99,15,PayPal
379,10/5/2024,1190,2013,404,0,4063.02,5,Cash
380,5/19/2025,1130,2083,404,2,1642.35,20,Bank Transfer
381,4/5/2025,1196,2060,403,0,1334.87,10,Credit Card
382,6/1/2024,1162,2037,403,0,1010.22,15,Debit Card
383,3/28/2025,1104,2039,402,3,4210.49,5,PayPal
384,8/18/2024,1193,2081,401,3,1199.17,0,Cash
385,12/4/2024,1001,2006,404,3,1573.11,20,Bank Transfer
386,5/1/2025,1044,2016,401,2,800.09,25,Credit Card
387,5/24/2025,1195,2079,403,3,1121.81,10,Debit Card
388,12/27/2024,1131,2097,403,1,3308.75,5,PayPal
389,9/27/2024,1172,2023,403,2,3122.63,15,Cash
390,5/12/2025,1172,2068,403,3,1069.32,0,Bank Transfer
391,6/11/2024,1034,2023,403,1,3607.68,10,Credit Card
392,9/28/2024,1008,2057,401,1,1144.48,5,Debit Card
393,9/6/2024,1178,2013,404,2,742.11,20,PayPal
394,2/26/2025,1032,2081,403,1,1930.37,15,Cash
395,9/28/2024,1066,2023,401,3,1689.08,25,Bank Transfer
396,8/6/2024,1001,2029,401,2,118.31,10,Credit Card
397,1/3/2025,1077,2073,403,,1074.52,0,Debit Card
398,5/17/2025,1129,2097,404,1,3485.01,15,PayPal
399,10/12/2024,1192,2060,401,2,1813.77,5,Cash
400,12/29/2024,1010,2041,404,0,2931.07,20,Bank Transfer
401,9/23/2024,1197,2065,404,2,425.4,10,Credit Card
402,12/6/2024,1042,2098,401,1,1558.49,15,Debit Card
403,4/13/2025,1026,2079,401,1,3725.91,5,PayPal
404,6/16/2024,1116,2071,401,1,844.88,0,Cash
405,11/19/2024,1080,2019,401,0,3135.24,20,Bank Transfer
406,2/7/2025,1066,2041,401,3,4199.55,25,Credit Card
407,6/14/2024,1071,2079,403,1,4491.4,10,Debit Card
408,5/20/2025,1165,2001,402,0,818.46,5,PayPal
409,12/14/2024,1071,2092,403,1,480.54,15,Cash
410,4/3/2025,1116,2072,401,3,192.63,0,Bank Transfer
411,1/24/2025,1050,2062,403,1,1258.06,10,Credit Card
412,4/26/2025,1115,2040,402,2,144.21,5,Debit Card
413,8/9/2024,1056,2082,404,2,1479.3,20,PayPal
414,4/18/2025,1091,2062,401,0,1724.49,15,Cash
415,7/28/2024,1067,2080,401,0,1281.67,25,Bank Transfer
416,3/25/2025,1196,2004,403,3,339.83,10,Credit Card
417,11/2/2024,1150,2037,402,0,1029.23,0,Debit Card
418,1/20/2025,1157,2096,402,1,1153.33,15,PayPal
419,4/17/2025,1032,2005,402,1,770.4,5,Cash
420,6/19/2024,1089,2058,401,,251.29,20,Bank Transfer
421,5/21/2025,1070,2033,402,3,1324.01,10,Credit Card
422,4/3/2025,1096,2028,404,2,990.11,5,Debit Card
423,12/27/2024,1035,2029,401,2,36.17,20,PayPal
424,10/24/2024,1030,2053,403,3,984.09,15,Cash
425,12/24/2024,1105,2013,402,1,2806.89,25,Bank Transfer
426,4/23/2025,1116,2023,404,0,3775.88,10,Credit Card
427,3/28/2025,1055,2060,404,3,1599.5,0,Debit Card
428,3/28/2025,1020,2054,404,0,2234.58,15,PayPal
429,7/16/2024,1005,2077,401,0,1086.29,5,Cash
430,3/1/2025,1116,2069,401,3,772.24,20,Bank Transfer
431,6/19/2024,1058,2061,404,0,546.31,10,Credit Card
432,3/7/2025,1021,2097,404,0,4052.4,15,Debit Card
433,12/21/2024,1034,2026,403,0,1320.57,5,PayPal
434,9/13/2024,1108,2078,403,3,855.79,0,Cash
435,3/14/2025,1094,2061,403,2,826.35,20,Bank Transfer
436,7/27/2024,1030,2057,402,3,1611.66,25,Credit Card
437,12/29/2024,1013,2013,401,3,2459.2,10,Debit Card
438,6/28/2024,1066,2092,404,3,1065.96,5,PayPal
439,2/12/2025,1198,2081,404,1,1864.98,15,Cash
440,12/7/2024,1071,2086,401,0,219.34,0,Bank Transfer
441,9/21/2024,1171,2075,402,0,1121.71,10,Credit Card
442,2/18/2025,1149,2040,402,1,66.55,5,Debit Card
443,6/2/2024,1066,2064,403,0,1915.58,20,PayPal
