TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,DiscountPercent,PaymentType
84,2024-07-18,1165,2063,403,2.0,990.87,15,Cash
85,2024-11-25,1037,2076,402,2.0,1716.1,25,Bank Transfer
86,2024-10-15,1068,2036,403,3.0,920.77,10,Credit Card
87,2024-11-29,1195,2058,403,1.0,505.45,0,Debit Card
88,2025-03-11,1032,2048,404,1.0,122.19,15,Paypal
89,2024-12-03,1025,2056,401,3.0,331.1,5,Cash
90,2025-04-16,1019,2033,403,3.0,1710.94,20,Bank Transfer
91,2025-04-09,1097,2080,404,0.0,507.8,10,Credit Card
92,2025-01-31,1058,2055,401,0.0,1403.3,15,Debit Card
93,2025-04-28,1034,2054,404,3.0,4066.34,5,Paypal
94,2024-08-10,1005,2030,404,1.0,1293.91,0,Cash
95,2024-11-22,1119,2086,402,,1975.92,20,Bank Transfer
96,2024-09-30,1176,2041,402,3.0,2216.14,25,Credit Card
97,2024-10-22,1179,2079,403,,4002.4,10,Debit Card
98,2025-05-23,1190,2036,402,2.0,420.76,5,Paypal
99,2024-09-11,1196,2017,401,0.0,909.61,15,Cash
100,2024-12-21,1023,2041,404,1.0,4444.07,0,Bank Transfer
101,2024-10-25,1069,2032,404,2.0,710.49,10,Credit Card
102,2024-07-19,1036,2028,404,2.0,819.42,5,Debit Card
103,2024-09-16,1089,2086,403,2.0,505.95,20,Paypal
104,2024-06-11,1143,2070,402,3.0,52.31,15,Cash
105,2024-11-07,1034,2046,401,1.0,61.94,25,Bank Transfer
106,2025-05-15,1138,2095,402,0.0,1250.52,10,Credit Card
107,2025-05-10,1176,2056,404,2.0,1387.08,0,Debit Card
108,2024-12-13,1091,2041,402,3.0,1454.48,15,Paypal
109,2025-01-09,1012,2031,402,1.0,1542.06,5,Cash
110,2024-08-24,1071,2029,401,1.0,85.63,20,Bank Transfer
111,2025-03-20,1034,2054,402,0.0,735.8,10,Credit Card
112,2025-02-25,1190,2091,403,0.0,1496.97,5,Debit Card
113,2024-12-30,1168,2058,401,,833.15,20,Paypal
114,2025-01-31,1113,2019,403,0.0,3309.43,15,Cash
115,2024-12-23,1097,2067,403,3.0,1418.47,25,Bank Transfer
116,2025-04-09,1196,2027,404,1.0,1663.47,10,Credit Card
117,2024-11-04,1080,2085,403,1.0,974.82,0,Debit Card
118,2024-07-09,1005,2054,402,2.0,2348.64,15,Paypal
119,2025-04-17,1108,2092,401,2.0,1176.94,5,Cash
120,2024-08-27,1057,2044,403,2.0,1624.08,20,Bank Transfer
121,2025-04-06,1159,2082,401,2.0,582.88,10,Credit Card
122,2025-03-06,1089,2023,404,,4873.15,15,Debit Card
123,2024-07-09,1096,2043,402,2.0,1156.81,5,Paypal
124,2024-07-06,1116,2006,401,3.0,911.99,0,Cash
125,2024-09-20,1029,2009,403,3.0,53.18,20,Bank Transfer
126,2024-08-30,1014,2041,402,2.0,1039.93,25,Credit Card
127,2024-12-02,1033,2090,402,2.0,1730.44,10,Debit Card
128,2024-06-19,1066,2073,404,3.0,839.81,5,Paypal
129,2025-05-20,1032,2046,401,0.0,92.44,15,Cash
130,2024-12-08,1079,2028,403,0.0,272.35,0,Bank Transfer
131,2024-12-06,1089,2082,402,1.0,388.32,10,Credit Card
132,2024-08-03,1019,2091,404,3.0,4469.22,5,Debit Card
133,2025-01-11,1082,2080,403,0.0,1281.2,20,Paypal
134,2025-03-19,1090,2039,404,0.0,1791.85,15,Cash
135,2025-01-11,1023,2064,404,0.0,1629.14,25,Bank Transfer
136,2025-01-15,1121,2007,404,2.0,214.44,10,Credit Card
137,2025-01-12,1032,2067,402,2.0,1560.21,0,Debit Card
138,2025-01-28,1089,2019,404,1.0,3122.33,15,Paypal
139,2024-07-29,1167,2050,402,0.0,784.52,5,Cash
140,2025-03-17,1171,2094,401,3.0,85.55,20,Bank Transfer
141,2024-10-04,1087,2062,402,1.0,626.79,10,Credit Card
142,2025-03-15,1138,2067,401,1.0,350.79,15,Debit Card
143,2024-08-15,1159,2021,404,,1453.19,5,Paypal
144,2025-05-22,1192,2057,402,2.0,1579.52,0,Cash
145,2025-04-28,1032,2036,404,3.0,1642.94,20,Bank Transfer
146,2025-03-21,1020,2091,403,0.0,2821.59,25,Credit Card
147,2024-07-22,1116,2097,402,0.0,1499.17,10,Debit Card
148,2024-11-19,1006,2050,403,0.0,104.97,5,Paypal
149,2025-05-08,1166,2029,402,,76.14,15,Cash
150,2025-04-01,1120,2000,401,,341.56,0,Bank Transfer
151,2025-05-10,1108,2041,402,0.0,3375.28,10,Credit Card
152,2025-01-02,1032,2002,402,2.0,1248.88,5,Debit Card
153,2024-09-07,1170,2067,403,,1039.29,20,Paypal
154,2025-05-28,1099,2005,404,2.0,746.33,15,Cash
155,2024-06-29,1066,2094,403,2.0,1636.34,25,Bank Transfer
156,2024-08-12,1118,2061,402,0.0,1890.03,10,Credit Card
157,2024-06-16,1071,2040,403,3.0,115.46,0,Debit Card
158,2024-08-18,1199,2054,403,2.0,2300.1,15,Paypal
159,2024-11-16,1086,2063,404,2.0,1467.81,5,Cash
160,2024-07-04,1046,2041,401,2.0,3211.8,20,Bank Transfer
161,2024-11-12,1089,2093,403,3.0,1961.05,10,Credit Card
162,2025-05-14,1005,2095,402,1.0,1372.27,15,Debit Card
163,2024-11-16,1071,2046,403,0.0,105.07,5,Paypal
164,2025-05-14,1195,2023,403,2.0,1010.52,0,Cash
165,2025-02-22,1099,2015,403,3.0,1243.16,20,Bank Transfer
166,2025-02-04,1051,2019,404,3.0,4147.31,25,Credit Card
167,2025-05-21,1170,2009,403,1.0,139.83,10,Debit Card
168,2025-01-09,1130,2035,402,3.0,2993.1,5,Paypal
169,2024-10-26,1141,2019,401,3.0,3961.24,15,Cash
170,2025-03-29,1089,2057,404,2.0,1666.65,0,Bank Transfer
171,2024-12-14,1196,2055,401,1.0,365.84,10,Credit Card
172,2025-05-09,1020,2032,402,2.0,640.51,5,Debit Card
173,2024-12-11,1043,2074,402,2.0,1149.06,20,Paypal
174,2025-03-29,1034,2098,403,3.0,109.06,15,Cash
175,2025-04-23,1164,2061,402,3.0,192.3,25,Bank Transfer
176,2024-06-26,1123,2043,402,2.0,1728.52,10,Credit Card
177,2025-05-23,1089,2013,403,0.0,1615.63,0,Debit Card
178,2024-07-12,1098,2053,402,1.0,1870.82,15,Paypal
179,2025-02-15,1116,2065,404,2.0,225.6,5,Cash
180,2024-11-02,1061,2054,401,,4470.53,20,Bank Transfer
181,2025-01-16,1137,2019,404,2.0,3937.36,10,Credit Card
182,2024-10-25,1145,2046,403,,117.02,15,Debit Card
183,2024-09-22,1174,2016,401,2.0,762.93,5,Paypal
184,2024-07-31,1102,2005,401,2.0,1062.7,0,Cash
185,2024-08-02,1035,2070,403,2.0,81.02,20,Bank Transfer
186,2024-12-05,1144,2013,403,0.0,3126.66,25,Credit Card
187,2025-03-19,1176,2076,404,1.0,1187.87,10,Debit Card
188,2024-08-10,1158,2048,402,1.0,1899.0,5,Paypal
189,2024-07-17,1089,2052,402,3.0,1484.88,15,Cash
190,2024-06-27,1071,2084,404,2.0,946.34,0,Bank Transfer
191,2024-12-11,1173,2092,403,1.0,594.06,10,Credit Card
192,2024-09-29,1076,2090,402,3.0,730.17,5,Debit Card
193,2025-05-09,1070,2039,404,3.0,4795.74,20,Paypal
194,2025-03-22,1073,2010,403,2.0,467.27,15,Cash
195,2025-03-31,1143,2017,401,1.0,1356.18,25,Bank Transfer
196,2024-12-10,1013,2054,404,1.0,0.0,10,Credit Card
197,2024-12-14,1104,2060,404,2.0,1309.5,0,Debit Card
198,2025-04-30,1071,2092,401,1.0,1683.33,15,Paypal
199,2025-05-09,1005,2023,403,0.0,3212.52,5,Cash
200,2025-05-07,1116,2069,404,1.0,962.64,20,Bank Transfer
201,2024-08-19,1116,2082,403,0.0,1592.0,10,Credit Card
202,2024-12-19,1044,2081,404,2.0,1355.05,15,Debit Card
203,2024-08-16,1089,2000,403,3.0,1910.37,5,Paypal
204,2024-10-01,1002,2054,402,,1880.63,0,Cash
205,2024-11-07,1180,2088,401,2.0,480.66,20,Bank Transfer
206,2025-05-17,1116,2077,403,3.0,1613.89,25,Credit Card
207,2025-03-29,1174,2010,404,2.0,1150.13,10,Debit Card
208,2024-06-27,1129,2097,402,3.0,1424.31,5,Paypal
209,2024-12-22,1032,2058,402,3.0,1139.65,15,Cash
210,2025-01-25,1005,2000,402,0.0,1415.75,0,Bank Transfer
211,2024-12-13,1066,2060,401,1.0,1543.36,10,Credit Card
212,2025-05-24,1107,2048,404,3.0,1381.32,5,Debit Card
213,2025-01-19,1167,2015,402,3.0,1469.32,20,Paypal
214,2024-08-31,1034,2059,404,1.0,725.01,15,Cash
215,2024-09-21,1185,2004,404,0.0,181.22,25,Bank Transfer
216,2024-12-25,1172,2006,402,3.0,1102.53,10,Credit Card
217,2025-03-02,1035,2037,402,2.0,1556.45,0,Debit Card
218,2025-03-28,1116,2066,402,2.0,1899.61,15,Paypal
219,2025-04-19,1160,2071,404,,1304.47,5,Cash
220,2024-10-31,1178,2019,403,3.0,1514.05,20,Bank Transfer
221,2025-04-11,1032,2071,404,1.0,547.24,10,Credit Card
222,2024-10-11,1032,2011,402,,1229.69,15,Debit Card
223,2024-06-17,1071,2042,403,0.0,420.55,5,Paypal
224,2025-02-25,1193,2031,402,1.0,1562.25,0,Cash
225,2024-10-30,1091,2040,404,3.0,54.83,20,Bank Transfer
226,2024-08-23,1011,2028,402,,1188.86,25,Credit Card
227,2025-02-15,1050,2046,402,2.0,125.02,10,Debit Card
228,2025-05-20,1125,2093,403,3.0,1784.26,5,Paypal
229,2025-05-29,1134,2019,401,3.0,3338.16,15,Cash
230,2024-06-29,1071,2047,401,3.0,80.68,0,Bank Transfer
231,2024-12-11,1004,2035,403,,3533.15,10,Credit Card
232,2025-03-22,1027,2067,402,2.0,571.28,5,Debit Card
233,2024-11-04,1103,2031,402,0.0,1723.53,20,Paypal
234,2025-03-05,1005,2060,401,1.0,1698.39,15,Cash
235,2025-01-11,1024,2005,402,3.0,1852.11,25,Bank Transfer
236,2025-01-31,1139,2004,402,2.0,453.96,10,Credit Card
237,2024-07-31,1101,2038,402,3.0,1104.1,0,Debit Card
238,2024-11-01,1176,2064,403,,1685.42,15,Paypal
239,2024-10-15,1152,2099,403,,1985.54,5,Cash
240,2024-11-30,1096,2087,404,2.0,1440.56,20,Bank Transfer
241,2024-07-05,1116,2040,403,0.0,72.26,10,Credit Card
242,2025-03-05,1066,2091,404,0.0,918.79,15,Debit Card
243,2024-12-26,1098,2079,404,1.0,1263.12,5,Paypal
244,2024-10-30,1020,2023,401,2.0,2679.04,0,Cash
245,2024-07-03,1063,2063,402,1.0,1900.21,20,Bank Transfer
246,2024-10-12,1084,2055,402,1.0,396.39,25,Credit Card
247,2024-11-04,1188,2062,402,2.0,816.22,10,Debit Card
248,2024-07-19,1151,2023,401,3.0,1443.42,5,Paypal
249,2025-03-19,1017,2052,404,2.0,1334.39,15,Cash
250,2025-02-14,1018,2076,404,3.0,1591.91,0,Bank Transfer
251,2024-10-22,1137,2010,401,2.0,1244.72,10,Credit Card
252,2024-12-18,1165,2096,403,3.0,242.28,5,Debit Card
253,2024-08-31,1142,2073,402,3.0,1375.13,20,Paypal
254,2025-02-01,1034,2037,404,0.0,1884.32,15,Cash
255,2024-07-29,1116,2066,404,0.0,1408.69,25,Bank Transfer
256,2024-10-07,1181,2054,401,1.0,3832.2,10,Credit Card
257,2024-12-06,1084,2059,402,1.0,1331.75,0,Debit Card
258,2024-11-03,1050,2054,404,,1752.55,15,Paypal
259,2025-02-08,1147,2097,402,1.0,1680.59,5,Cash
260,2025-04-12,1163,2046,404,2.0,74.1,20,Bank Transfer
261,2024-08-10,1076,2075,401,2.0,645.49,10,Credit Card
262,2024-08-16,1130,2076,402,3.0,1289.23,15,Debit Card
263,2025-02-03,1044,2062,403,2.0,1257.85,5,Paypal
264,2025-04-14,1124,2079,404,3.0,4279.51,0,Cash
265,2024-11-30,1034,2028,403,,612.91,20,Bank Transfer
266,2025-03-13,1197,2070,401,2.0,125.26,25,Credit Card
267,2024-10-25,1010,2056,402,0.0,1324.66,10,Debit Card
268,2024-09-10,1008,2044,401,0.0,512.04,5,Paypal
269,2025-03-24,1089,2078,404,1.0,1636.38,15,Cash
270,2025-03-22,1136,2097,402,2.0,1703.04,0,Bank Transfer
271,2025-04-11,1173,2017,404,2.0,297.43,10,Credit Card
272,2025-04-14,1089,2097,404,2.0,2188.28,5,Debit Card
273,2024-07-03,1196,2097,403,2.0,2696.2,20,Paypal
274,2024-12-21,1187,2091,403,3.0,2433.39,15,Cash
275,2024-08-27,1072,2070,402,3.0,135.18,25,Bank Transfer
276,2025-03-06,1032,2023,404,3.0,3598.66,10,Credit Card
277,2024-07-26,1040,2035,401,2.0,3490.29,0,Debit Card
278,2025-01-13,1020,2096,402,0.0,52.12,15,Paypal
279,2024-11-27,1071,2056,401,,285.16,5,Cash
280,2025-04-12,1122,2079,401,0.0,2154.03,20,Bank Transfer
281,2024-09-30,1192,2082,402,,1240.12,10,Credit Card
282,2024-08-08,1054,2019,404,3.0,890.1,15,Debit Card
283,2024-07-13,1150,2044,404,1.0,1307.01,5,Paypal
284,2024-09-10,1184,2099,401,2.0,1233.51,0,Cash
285,2024-08-17,1165,2035,404,1.0,3172.68,20,Bank Transfer
286,2024-12-09,1092,2016,404,3.0,1381.74,25,Credit Card
287,2025-03-06,1197,2039,401,,4651.61,10,Debit Card
288,2025-05-14,1073,2064,404,3.0,1096.3,5,Paypal
289,2024-12-30,1079,2035,402,3.0,3934.51,15,Cash
290,2025-01-14,1079,2093,402,,897.24,0,Bank Transfer
291,2024-11-20,1079,2084,402,1.0,369.47,10,Credit Card
292,2025-05-16,1184,2054,402,2.0,1031.26,5,Debit Card
293,2025-04-26,1109,2019,403,0.0,2798.52,20,Paypal
294,2024-06-24,1042,2032,401,0.0,1042.21,15,Cash
295,2024-06-20,1062,2054,404,1.0,4358.68,25,Bank Transfer
296,2024-12-15,1189,2028,403,2.0,201.88,10,Credit Card
297,2024-10-26,1013,2097,401,0.0,4397.15,0,Debit Card
298,2025-03-10,1022,2001,403,2.0,523.04,15,Paypal
299,2024-10-25,1197,2093,402,3.0,1106.01,5,Cash
300,2025-01-08,1002,2000,404,2.0,1083.14,20,Bank Transfer
301,2024-09-06,1015,2018,403,1.0,1063.53,10,Credit Card
302,2025-02-07,1191,2019,402,3.0,3055.19,15,Debit Card
303,2024-11-15,1060,2054,404,2.0,1723.8,5,Paypal
304,2024-07-02,1066,2023,404,3.0,2112.29,0,Cash
305,2025-03-08,1118,2019,401,2.0,3635.95,20,Bank Transfer
306,2024-06-18,1083,2035,403,0.0,1670.75,25,Credit Card
307,2025-05-29,1005,2071,402,0.0,322.6,10,Debit Card
308,2024-06-06,1056,2079,403,0.0,1664.69,5,Paypal
309,2025-03-25,1066,2091,402,2.0,4740.26,15,Cash
310,2024-06-22,1110,2050,404,,386.97,0,Bank Transfer
311,2024-08-28,1020,2019,401,1.0,2745.01,10,Credit Card
312,2025-04-20,1022,2023,404,1.0,4109.76,5,Debit Card
313,2025-03-18,1182,2069,404,2.0,400.64,15,Paypal
314,2024-10-07,1020,2091,403,1.0,950.6,0,Cash
315,2025-01-17,1188,2035,404,1.0,3166.34,20,Bank Transfer
316,2025-03-22,1151,2054,402,1.0,4146.81,10,Credit Card
317,2025-05-22,1044,2011,401,1.0,982.08,25,Debit Card
318,2024-10-12,1033,2029,403,,108.66,5,Paypal
319,2024-07-29,1089,2047,404,2.0,316.08,15,Cash
320,2024-08-05,1163,2083,403,2.0,1198.45,0,Bank Transfer
321,2024-08-12,1176,2023,401,3.0,3968.74,10,Credit Card
322,2024-12-19,1089,2078,402,0.0,324.25,5,Debit Card
323,2025-02-27,1089,2019,403,2.0,3619.29,15,Paypal
324,2024-10-19,1184,2079,404,1.0,2718.87,0,Cash
325,2024-10-29,1025,2073,402,0.0,115.15,20,Bank Transfer
326,2024-06-08,1026,2023,404,0.0,4541.56,10,Credit Card
327,2024-07-10,1157,2090,401,1.0,896.69,25,Debit Card
328,2024-06-23,1048,2070,403,2.0,16.95,5,Paypal
329,2024-12-20,1039,2013,404,3.0,615.81,15,Cash
330,2024-08-10,1020,2014,403,3.0,1339.03,0,Bank Transfer
331,2024-07-09,1047,2048,403,0.0,956.86,10,Credit Card
332,2024-09-01,1015,2019,401,3.0,3153.77,5,Debit Card
333,2024-12-15,1133,2068,404,1.0,203.96,20,Paypal
334,2025-04-27,1128,2066,402,3.0,1969.52,15,Cash
335,2025-05-23,1032,2019,404,1.0,1660.49,25,Bank Transfer
336,2025-05-01,1017,2097,404,2.0,4627.23,10,Credit Card
337,2024-06-06,1150,2053,401,1.0,1186.22,0,Debit Card
338,2025-05-20,1066,2012,403,2.0,565.07,15,Paypal
339,2025-01-17,1121,2041,404,3.0,4503.08,5,Cash
340,2024-10-12,1032,2047,401,2.0,1693.55,20,Bank Transfer
341,2025-04-11,1058,2091,403,3.0,901.79,10,Credit Card
342,2024-11-16,1104,2097,403,1.0,3693.06,15,Debit Card
343,2024-11-06,1134,2003,402,1.0,536.51,5,Paypal
344,2024-11-21,1180,2054,404,0.0,1588.72,0,Cash
345,2024-11-30,1121,2044,403,2.0,1393.26,20,Bank Transfer
346,2024-09-24,1041,2099,402,1.0,574.71,25,Credit Card
347,2024-11-08,1034,2016,402,0.0,1236.27,10,Debit Card
348,2025-05-12,1181,2054,404,3.0,2600.14,5,Paypal
349,2025-01-27,1101,2000,403,2.0,260.8,15,Cash
350,2024-06-28,1163,2040,403,2.0,82.42,0,Bank Transfer
351,2024-09-07,1005,2087,402,3.0,555.88,10,Credit Card
352,2024-11-09,1009,2073,402,1.0,1294.71,5,Debit Card
353,2024-11-26,1091,2021,402,3.0,554.37,20,Paypal
354,2025-03-23,1046,2042,401,1.0,648.82,15,Cash
355,2025-03-15,1066,2059,401,0.0,429.36,25,Bank Transfer
356,2024-07-20,1135,2013,402,1.0,4942.36,10,Credit Card
357,2025-04-24,1036,2029,401,1.0,18.12,0,Debit Card
358,2024-11-20,1116,2020,404,0.0,895.74,15,Paypal
359,2024-11-13,1122,2004,402,0.0,1525.85,5,Cash
360,2024-12-10,1034,2031,402,2.0,250.28,20,Bank Transfer
361,2024-12-04,1016,2038,403,2.0,1389.22,10,Credit Card
362,2024-07-26,1125,2024,402,3.0,487.43,15,Debit Card
363,2025-05-27,1034,2021,401,0.0,1298.63,5,Paypal
364,2025-03-08,1152,2084,401,0.0,275.79,0,Cash
365,2024-11-17,1020,2019,402,0.0,3477.49,20,Bank Transfer
366,2025-01-20,1155,2053,401,0.0,1580.28,25,Credit Card
367,2024-12-02,1199,2097,402,3.0,677.33,10,Debit Card
368,2024-12-02,1032,2009,401,0.0,103.66,5,Paypal
369,2024-08-02,1066,2012,403,3.0,627.24,15,Cash
370,2024-11-23,1116,2037,403,2.0,276.01,0,Bank Transfer
371,2025-04-09,1002,2084,402,3.0,573.2,10,Credit Card
372,2025-02-21,1087,2079,404,2.0,3604.56,5,Debit Card
373,2024-11-27,1042,2013,402,3.0,3552.77,20,Paypal
374,2024-08-15,1091,2087,402,3.0,852.0,15,Cash
375,2024-06-20,1080,2097,402,2.0,3597.09,25,Bank Transfer
376,2024-12-31,1186,2054,404,0.0,4704.67,10,Credit Card
377,2024-12-04,1126,2009,404,2.0,17.05,0,Debit Card
378,2024-08-31,1103,2010,404,3.0,1021.99,15,Paypal
379,2024-10-05,1190,2013,404,0.0,4063.02,5,Cash
380,2025-05-19,1130,2083,404,2.0,1642.35,20,Bank Transfer
381,2025-04-05,1196,2060,403,0.0,1334.87,10,Credit Card
382,2024-06-01,1162,2037,403,0.0,1010.22,15,Debit Card
383,2025-03-28,1104,2039,402,3.0,4210.49,5,Paypal
384,2024-08-18,1193,2081,401,3.0,1199.17,0,Cash
385,2024-12-04,1001,2006,404,3.0,1573.11,20,Bank Transfer
386,2025-05-01,1044,2016,401,2.0,800.09,25,Credit Card
387,2025-05-24,1195,2079,403,3.0,1121.81,10,Debit Card
388,2024-12-27,1131,2097,403,1.0,3308.75,5,Paypal
389,2024-09-27,1172,2023,403,2.0,3122.63,15,Cash
390,2025-05-12,1172,2068,403,3.0,1069.32,0,Bank Transfer
391,2024-06-11,1034,2023,403,1.0,3607.68,10,Credit Card
392,2024-09-28,1008,2057,401,1.0,1144.48,5,Debit Card
393,2024-09-06,1178,2013,404,2.0,742.11,20,Paypal
394,2025-02-26,1032,2081,403,1.0,1930.37,15,Cash
395,2024-09-28,1066,2023,401,3.0,1689.08,25,Bank Transfer
396,2024-08-06,1001,2029,401,2.0,118.31,10,Credit Card
397,2025-01-03,1077,2073,403,,1074.52,0,Debit Card
398,2025-05-17,1129,2097,404,1.0,3485.01,15,Paypal
399,2024-10-12,1192,2060,401,2.0,1813.77,5,Cash
400,2024-12-29,1010,2041,404,0.0,2931.07,20,Bank Transfer
401,2024-09-23,1197,2065,404,2.0,425.4,10,Credit Card
402,2024-12-06,1042,2098,401,1.0,1558.49,15,Debit Card
403,2025-04-13,1026,2079,401,1.0,3725.91,5,Paypal
404,2024-06-16,1116,2071,401,1.0,844.88,0,Cash
405,2024-11-19,1080,2019,401,0.0,3135.24,20,Bank Transfer
406,2025-02-07,1066,2041,401,3.0,4199.55,25,Credit Card
407,2024-06-14,1071,2079,403,1.0,4491.4,10,Debit Card
408,2025-05-20,1165,2001,402,0.0,818.46,5,Paypal
409,2024-12-14,1071,2092,403,1.0,480.54,15,Cash
410,2025-04-03,1116,2072,401,3.0,192.63,0,Bank Transfer
411,2025-01-24,1050,2062,403,1.0,1258.06,10,Credit Card
412,2025-04-26,1115,2040,402,2.0,144.21,5,Debit Card
413,2024-08-09,1056,2082,404,2.0,1479.3,20,Paypal
414,2025-04-18,1091,2062,401,0.0,1724.49,15,Cash
415,2024-07-28,1067,2080,401,0.0,1281.67,25,Bank Transfer
416,2025-03-25,1196,2004,403,3.0,339.83,10,Credit Card
417,2024-11-02,1150,2037,402,0.0,1029.23,0,Debit Card
418,2025-01-20,1157,2096,402,1.0,1153.33,15,Paypal
